model	challenge_id	repo	file_path	lemma	gt_n_tactics	gt_n_lines	trivial_body	exact	lev	tokf1	band	easy_outcome	hard_outcome	error
openai:gpt-5.6-sol	68918926206d7fc4	github.com/leanprover/SampCert	SampCert/Samplers/BernoulliNegativeExponential/Properties.lean	mass'_neq_top	20	23	0	0	0.0482	0.1765	low	fail	fail	
openai:gpt-5.6-sol	68a3168be1d7a904	github.com/keeganperry7/posix-parsing	PosixParsing/Parser.lean	mkeps_flat	10	13	0	0	0.1289	0.1290	low	pass	pass	
openai:gpt-5.6-sol	6a458f2f159b083b	github.com/Verilean/sparkle	IP/RV32/Pipeline/AbortGuarantee.lean	suppressEXWB_aborts_regW_next_cycle	11	32	0	0	0.0386	0.0515	low	excluded	excluded	
openai:gpt-5.6-sol	6f689fa4d6606e04	github.com/ionathanch/TTBFL	src/candidates/naive.lean	interpsBwd	4	4	1	0	0.2353	0.4000	low	fail	fail	
openai:gpt-5.6-sol	7331a8bd16838470	github.com/Verified-zkEVM/clean	Clean/Air/FlatEnsemble.lean	verifierTable_lookups	4	7	0	0	0.0732	0.2667	low	pass	pass	
openai:gpt-5.6-sol	73cf11986048d1e2	github.com/leanprover-community/iris-lean	Iris/Iris/BI/BigOp/BigSepMap.lean	bigSepM_forall_elim	8	13	0	0	0.1867	0.1865	low	pass	pass	
openai:gpt-5.6-sol	76bf93194ad33297	github.com/marcusrossel/verified-compiler	VerifiedCompiler.lean	goto_mono	3	7	0	0	0.2689	0.3011	low	pass	pass	
openai:gpt-5.6-sol	779a3ae2765e6e45	github.com/keeganperry7/posix-parsing	PosixParsing/Correctness.lean	mkeps_posix	13	16	0	0	0.1111	0.1091	low	fail	fail	
openai:gpt-5.6-sol	795efddf6068c29d	github.com/microsoft/SymCrypt	SymCrypt/SymCRust/lean/Symcrust/Properties/SHA3/Keccak/Core.lean	Fin5x5_cases	6	15	0	0	0.2200	0.2857	low	fail	fail	
openai:gpt-5.6-sol	7b7626fc3b093a25	github.com/Verified-zkEVM/evm-asm	EvmAsm/Evm64/DivMod/Spec/N1CarryZeroReducers.lean	fullDivN1NormU_top_lt_normV_limb0_of_shape_shift_nz	5	14	0	0	0.2759	0.4516	low	fail	fail	
openai:gpt-5.6-sol	7cb277821546874c	github.com/powdr-labs/yul-semantics	YulSemantics/Equiv.lean	exprStmtImp	4	8	0	0	0.4790	0.6087	low	pass	pass	
openai:gpt-5.6-sol	7d115958af5c1d1e	github.com/leanprover/LeroyCompilerVerificationCourse	LeroyCompilerVerificationCourse/Constprop.lean	cexec_mk_WHILE_done	4	7	0	0	0.3009	0.5263	low	pass	fail	
openai:gpt-5.6-sol	7e72fb53bb7b2c85	github.com/verified-optimization/CvxLean	CvxLean/Lib/Math/LogDet.lean	IsHermitian₁₁_of_IsHermitian_toBlock	3	5	1	0	0.5368	0.6977	low	pass	pass	
openai:gpt-5.6-sol	7f5a6a8a46a36844	github.com/kim-em/hex-dev	HexRowReduce/RowEchelon/Elementary.lean	dotProduct_add_smul_ofFn_left	21	30	0	0	0.0612	0.0277	low	fail	fail	
openai:gpt-5.6-sol	801815299db16764	github.com/NethermindEth/Clear	Clear/OutOfFuelLemmas.lean	isOutOfFuel_diverge	4	9	0	0	0.2500	0.2500	low	pass	pass	
openai:gpt-5.6-sol	8119349c53d69fdf	github.com/rutgers-apl/FLoPS	Flops/P3109/RtoProperty.lean	overflow_neg_project_eq_min_or_not_finite	40	48	0	0	0.0158	0.0326	low	fail	fail	
openai:gpt-5.6-sol	813d77ef0033bd15	github.com/ProofOfKeags/btc-verified	BtcVerified/Transaction/Tx.lean	Tx.legacy_of_legacy?	6	11	0	0	0.2536	0.4727	low	pass	pass	
openai:gpt-5.6-sol	83f97f349caa71e9	github.com/etheorem/etheorem	packages/SizzLean/SizzLean/Proofs/SerializeSize.lean	serializeFixedElems_size_aux	10	22	0	0	0.4548	0.5957	low	pass	pass	
openai:gpt-5.6-sol	89a4ee7e159a40d6	github.com/lexicone42/ryu-lean4	RyuLean4/Roundtrip/FormatParse.lean	parseNatAux_digit	3	9	0	0	0.3421	0.3182	low	fail	fail	
openai:gpt-5.6-sol	8dd8cec9f03d72a7	github.com/lean-dojo/TorchLean	NN/Floats/Interval/IEEEExec32DivSoundness.lean	pow2_eq_two_pow	2	6	0	0	0.0580	0.0833	low	pass	pass	
openai:gpt-5.6-sol	90336b1db31181a3	github.com/NethermindEth/FVIntmax	FVIntmax/Propositions.lean	proposition2	11	16	0	0	0.2171	0.3820	low	fail	fail	
openai:gpt-5.6-sol	91ec2fac1890db47	github.com/lexicone42/nickelean	Nickelean/UnifiedRoundtrip.lean	fromJsonList_toJsonSorted_recover	13	13	0	0	0.5975	0.7283	low	pass	pass	
openai:gpt-5.6-sol	929a50d0b6a01c2e	github.com/ProofOfKeags/btc-verified	BtcVerified/Crypto/Merkle.lean	virtualLeaves_ofList_of_length_eq	18	21	0	0	0.4735	0.6979	low	fail	fail	
openai:gpt-5.6-sol	92aa2b1733897d5a	github.com/keeganperry7/posix-submatching	PosixSubmatching/Regex.lean	Matches_deriv	63	66	0	0	0.0039	0.0077	low	pass	pass	
openai:gpt-5.6-sol	92d5feb5271286db	github.com/metareflection/dolev-yao	DolevYao/Protocol.lean	nonce_secret	9	21	0	0	0.4208	0.4151	low	fail	fail	
openai:gpt-5.6-sol	93697f0d24bb8a8a	github.com/verse-lab/veil	Veil/DSL/Action/Theory.lean	TwoState_sound'	14	12	0	0	0.1486	0.1935	low	pass	pass	
openai:gpt-5.6-sol	94b181719a4a8688	github.com/iasakura/lean-yjs	LeanYjs/Indirect/Algorithm/Equivalence.lean	findRefIdx_ofDirectPtr_exact	23	27	0	0	0.1484	0.1259	low	pass	pass	
openai:gpt-5.6-sol	9586b73159c4f2e8	github.com/verse-lab/loom	Loom/MonadAlgebras/WP/Basic.lean	wp_cons	6	7	0	0	0.3690	0.3871	low	fail	fail	
openai:gpt-5.6-sol	99dd9f11041170de	github.com/CharlesHoskinson/jolt-tla	jolt-kernel/Jolt/ConfigTags.lean	checkStrictlySorted_adjacent	3	8	0	0	0.6567	0.8571	mid	pass	pass	
openai:gpt-5.6-sol	9ba6e1c09e92b1d1	github.com/reilabs/proven-zk	ProvenZk/Ext/Vector/Basic.lean	append_inj	20	22	0	0	0.2652	0.3562	low	pass	pass	
openai:gpt-5.6-sol	9cb5056f3dd2ef88	github.com/andaraiwin/lean-formal-reasoning-program	Frap/Exercises/Inductive.lean	cons_append	2	8	0	0	0.0845	0.2105	low	fail	fail	
openai:gpt-5.6-sol	9d29ef4dc342e3f9	github.com/digama0/lean4lean	Lean4Lean/Verify/Expr.lean	liftLooseBVars_liftLooseBVars	7	10	0	0	0.3814	0.4286	low	fail	fail	
openai:gpt-5.6-sol	9e7200cdc6d6cbe2	github.com/powdr-labs/yul-semantics	YulSemantics/Rewrites.lean	var_lit_inv	14	22	0	0	0.0206	0.0165	low	pass	pass	
openai:gpt-5.6-sol	9ec5e6d3c706144c	github.com/marcusrossel/verified-compiler	VerifiedCompiler.lean	lower_ite_hEquiv	22	36	0	0	0.0341	0.0418	low	pass	pass	
openai:gpt-5.6-sol	9ec8a7a07defdcb6	github.com/anoma/juvix-lean	Juvix/Core/Main/Semantics/Approx/Indexed.lean	Value.Approx.Indexed.preserved	4	10	0	0	0.2706	0.2000	low	fail	fail	
openai:gpt-5.6-sol	9f31dffd2bc2975a	github.com/Verified-zkEVM/VCV-io	VCVio/OracleComp/Constructions/SampleableType.lean	probOutput_map_bijective_uniform_cross	6	12	0	0	0.3246	0.5970	low	fail	fail	
openai:gpt-5.6-sol	a20e18f35e8b43e4	github.com/opencompl/lean-mlir	Blase/Blase/Fast/BitStream.lean	toBitVec_eq_of_equal_up_to	8	11	0	0	0.1989	0.2121	low	excluded	excluded	
openai:gpt-5.6-sol	a4ce553d6553ca3a	github.com/leanprover/cslib	Cslib/Languages/CombinatoryLogic/List.lean	headD_def	1	5	1	0	0.0976	0.5333	low	fail	fail	
openai:gpt-5.6-sol	a52a412058f32352	github.com/BoltonBailey/formal-snarks-project	FormalSnarksProject/ToMathlib/OptionEquivRight.lean	to_MvPolynomial_Option_X	2	5	1	1	1.0000	1.0000	high	fail	fail	
openai:gpt-5.6-sol	a537b7a3bcd8844d	github.com/verse-lab/splean	SPLean/Theories/HProp.lean	himpl_antisym	8	10	0	0	0.3453	0.2353	low	fail	fail	
openai:gpt-5.6-sol	a6980f1a1d6f7fd4	github.com/NethermindEth/FVIntmax	FVIntmax/Theorem1.lean	merge_K	1	3	1	0	0.5000	0.6667	low	fail	fail	
openai:gpt-5.6-sol	a6be38abcec14ea7	github.com/anoma/juvix-lean	Juvix/Core/Main/Semantics/Approx.lean	Expr.Approx.from_preservation	9	12	0	0	0.1387	0.2588	low	fail	fail	
openai:gpt-5.6-sol	a70c2c776b07e4e9	github.com/microsoft/SymCrypt	SymCrypt/SymCRust/lean/Spec/SHA3/Permutation.lean	rotateLeft_rotateLeft_cancel	31	35	0	0	0.1898	0.2473	low	fail	pass	
openai:gpt-5.6-sol	ab451f34742004c1	github.com/verified-optimization/CvxLean	CvxLean/Lib/Math/LinearAlgebra/Matrix/Spectrum.lean	spectral_theorem	28	34	0	0	0.0486	0.1135	low	pass	pass	
openai:gpt-5.6-sol	abe14cc5c66753fb	github.com/Linyxus/capless-lean	Capless/Inversion/Typing.lean	Typed.letin_inv'	27	31	0	0	0.0522	0.0204	low	pass	pass	
openai:gpt-5.6-sol	acee1f355e4ebad9	github.com/verse-lab/loom	Loom/MonadAlgebras/WP/Basic.lean	wp_cons	6	7	0	0	0.2976	0.2963	low	fail	fail	
openai:gpt-5.6-sol	ad13d6c76d669235	github.com/Verilean/sparkle	IP/RV32/Pipeline/FlushSquash.lean	idex_squash_persists_via_flushDelay	11	52	0	0	0.0750	0.0963	low	fail	fail	
openai:gpt-5.6-sol	af161070ba37dd94	github.com/andaraiwin/lean-formal-reasoning-program	Frap/Exercises/IndProp.lean	cons_append	2	9	0	0	0.1176	0.2857	low	fail	fail	
openai:gpt-5.6-sol	b1550740dc7acf5c	github.com/fradamt/verified-consensus	DecoupledConsensus/Store/Proof/Invariants.lean	updateJustified_F_eq	4	6	0	0	0.0610	0.1111	low	fail	fail	
openai:gpt-5.6-sol	b464691a882d0e3c	github.com/septract/adler-proofs	lean/Adler/BaseSpecs.lean	List.toChunksExact_fst_length	14	16	0	0	0.1973	0.2885	low	pass	pass	
openai:gpt-5.6-sol	b62bdabff93ea603	github.com/Beneficial-AI-Foundation/curve25519-dalek-lean-verify	Curve25519Dalek/Specs/Edwards/EdwardsPoint/ToMontgomery.lean	birational_u_ne_zero_of_x_ne_zero	7	12	0	0	0.2724	0.4928	low	pass	fail	
openai:gpt-5.6-sol	b63ffa5aac5b5e34	github.com/CharlesHoskinson/jolt-tla	jolt-tla/lean/Tests/GoedelFrProperties.lean	add_mod_mod	2	5	0	0	0.1848	0.2963	low	pass	pass	
openai:gpt-5.6-sol	b6c0958faa9b4e50	github.com/Verified-zkEVM/CompPoly	CompPoly/LinearAlgebra/Dense/RrefShape.lean	pivotColumnsStrict_push	23	27	0	0	0.2565	0.5530	low	pass	pass	
openai:gpt-5.6-sol	b703264a818fcd5e	github.com/lexicone42/shortest-decimal	ShortestDecimal/Interval/IntervalRNA.lean	rna_interval_abs_bounds_weak	36	40	0	0	0.0159	0.0276	low	fail	fail	
openai:gpt-5.6-sol	bb165801ff15e632	github.com/septract/adler-proofs	lean/Adler/BaseSpecs.lean	u32_of_u8_setWidth_val	10	13	0	0	0.1167	0.1449	low	pass	pass	
openai:gpt-5.6-sol	bb506cf047659a6e	github.com/lean-dojo/TorchLean	NN/MLTheory/Optimization/OptimizerLaws.lean	step_eq_optimizer_step	4	9	0	0	0.1978	0.1739	low	pass	pass	
openai:gpt-5.6-sol	bc557726c0c45489	github.com/powdr-labs/apc-optimizer	ApcOptimizer/Implementation/OptimizerPasses/Reencode.lean	matchCM_eval	18	19	0	0	0.1241	0.2222	low	pass	fail	
openai:gpt-5.6-sol	bd1dec8fef9ca817	github.com/cedar-policy/cedar-spec	cedar-lean/Cedar/Thm/Data/List/Lemmas.lean	forall₂_cons_left_iff	7	14	0	0	0.4074	0.5041	low	fail	fail	
openai:gpt-5.6-sol	be744f333456203c	github.com/konnov/leanda	Ben-Or/BenOr/Proofs.lean	frame_existsQuorum1	6	16	0	0	0.3719	0.6190	low	fail	fail	
openai:gpt-5.6-sol	c004d27acd1ee8ac	github.com/powdr-labs/yul-compiler	YulParser/Stmt.lean	hrets_soundC	6	9	0	0	0.2113	0.4286	low	pass	pass	
openai:gpt-5.6-sol	c14999a9673608e5	github.com/Verified-zkEVM/VCV-io	VCVio/CryptoFoundations/FujisakiOkamoto/UTransform.lean	encaps_usesExactFamilyWeightedCost	11	26	0	0	0.0869	0.1429	low	fail	fail	
openai:gpt-5.6-sol	c382f5d8ee03e9f8	github.com/reilabs/lampe	stdlib/lampe/Stdlib/Hash/Poseidon2.lean	vector_ext_get	6	9	0	0	0.5610	0.8065	low	excluded	excluded	
openai:gpt-5.6-sol	c59817dd14d2eb89	github.com/AeneasVerif/aeneas	Aeneas/Tactic/Solver/Arith/Lemmas.lean	bmod_eq_emod_eq_iff	31	29	0	0	0.0677	0.0973	low	fail	fail	
openai:gpt-5.6-sol	c8f7852f85b1c244	github.com/Verified-zkEVM/ArkLib	ArkLib/Data/Matrix/Vandermonde.lean	nonsquare_mulVecLin	2	5	1	0	0.3239	0.5714	low	pass	pass	
openai:gpt-5.6-sol	cbadd5a663aa3f7a	github.com/Verified-zkEVM/evm-asm	EvmAsm/Evm64/DivMod/Compose/V6FastResultBridge.lean	fast_scratch_own_assemble	19	36	0	0	0.0482	0.0667	low	fail	fail	
openai:gpt-5.6-sol	d2c087aa9bbebfa7	github.com/iasakura/lean-yjs	LeanYjs/Network/CausalNetwork.lean	HappensBefore.trans2	8	13	0	0	0.4094	0.1463	low	fail	fail	
openai:gpt-5.6-sol	d8f33a913429b46e	github.com/leanprover/LeroyCompilerVerificationCourse	LeroyCompilerVerificationCourse/Compil.lean	compile_cont_Kseq_inv	5	11	0	0	0.1322	0.1702	low	fail	fail	
openai:gpt-5.6-sol	dbdd64157b7d7426	github.com/reilabs/proven-zk	ProvenZk/Binary.lean	ofBitsBE_snoc	10	12	0	0	0.0526	0.0370	low	pass	pass	
openai:gpt-5.6-sol	e1636d84d45168d3	github.com/rutgers-apl/FLoPS	Flops/Core/RoundOp.lean	scaled_mantissa_bounded	15	16	0	0	0.2602	0.3636	low	fail	fail	
openai:gpt-5.6-sol	e605b051b91ee2cc	github.com/digama0/lean4lean	Lean4Lean/Std/HashMap.lean	Const.containsKey_map	3	5	1	0	0.8000	0.8462	mid	pass	pass	
openai:gpt-5.6-sol	eaa30d2eacaa36db	github.com/starkware-libs/formal-proofs	Stwo/Verification/AirInfra/Airs/Felt252Utils/VerifyMul252.lean	eval_poly_drop_tail	11	12	0	0	0.4480	0.5789	low	excluded	excluded	
openai:gpt-5.6-sol	ed7f94e1f237638c	github.com/FormalizedFormalLogic/Foundation	Foundation/Propositional/Entailment/Minimal/Basic.lean	deduct'!	1	4	1	0	0.3333	0.0000	low	fail	fail	
